title,authors,average_rating,ratings_count,length_category,is_series,series_name,series_position,language_code,publication_date,review_engagement,popularity_category
The Terminal Man,Michael Crichton,3.36,21457,Unknown,False,Standalone,,eng,11/5/2002,0.02684438644731323,Popular
Five Patients,Michael Crichton,3.48,4828,Unknown,False,Standalone,,eng,1/13/1989,0.02009113504556752,Modest
Twister,Michael Crichton/Anne-Marie Martin,3.63,18,Unknown,False,Standalone,,eng,4/7/1999,0.05555555555555555,Unknown
Peter Pan and Other Plays,J.M. Barrie/Peter Hollindale,3.97,366,Unknown,False,Standalone,,eng,7/15/1999,0.05737704918032787,Niche
Management Information Systems: Managing the Digital Firm,Kenneth C. Laudon/Jane P. Laudon,3.5,231,Unknown,False,Standalone,,en-US,3/1/2005,0.06926406926406926,Niche
Holy the Firm,Annie Dillard,4.22,3722,Unknown,False,Standalone,,eng,12/30/1998,0.09108006448146158,Modest
Persian Mirrors: The Elusive Face of Iran,Elaine Sciolino,3.82,546,Unknown,False,Standalone,,eng,10/3/2005,0.09706959706959707,Niche
Plays: Mrs Warren's Profession/Man and Superman/Major Barbara/Pygmalion,George Bernard Shaw/Sandie Byrne,3.94,125,Unknown,False,Standalone,,eng,5/16/2002,0.048,Niche
Pygmalion & My Fair Lady,George Bernard Shaw/Alan Jay Lerner,4.26,14962,Unknown,False,Standalone,,eng,3/7/2006,0.004076995054137148,Popular
Saint Joan/Major Barbara/Androcles and the Lion,George Bernard Shaw,3.67,11,Unknown,False,Standalone,,eng,11/12/1979,0.45454545454545453,Unknown
Pygmalion,George Bernard Shaw,3.9,76944,Unknown,False,Standalone,,eng,10/20/1994,0.02126221667706384,Popular
Plays Pleasant,George Bernard Shaw/Dan H. Laurence/W.J. McCormack,3.9,265,Unknown,False,Standalone,,eng,3/27/2003,0.03773584905660377,Niche
The Metamorphosis,Peter Kuper/Franz Kafka/Kerstin Hasenpusch,3.79,181,Unknown,False,Standalone,,eng,8/5/2003,0.143646408839779,Niche
The Metamorphosis (Graphic Novel Adaptation),Peter Kuper/Franz Kafka/Kerstin Hasenpusch,3.79,3192,Unknown,False,Standalone,,eng,7/20/2004,0.09617794486215539,Modest
The Metamorphosis,Franz Kafka/Stanley Corngold,3.81,663,Unknown,False,Standalone,,eng,2/17/1996,0.07239819004524888,Niche
The Metamorphosis and Other Stories,Franz Kafka/Jason Baker/Donna Freed,4.03,38114,Unknown,False,Standalone,,eng,7/1/2003,0.020806003043501074,Popular
The Metamorphosis and Other Stories,Franz Kafka/Stanley Appelbaum,4.03,2474,Unknown,False,Standalone,,eng,4/12/1996,0.05092966855295069,Modest
Antigone's Claim: Kinship Between Life and Death,Judith Butler,3.76,433,Unknown,False,Standalone,,en-US,5/23/2002,0.046189376443418015,Niche
Gulliver's Travels,Jonathan Swift/Robert DeMaria Jr.,3.57,194738,Unknown,False,Standalone,,eng,1/30/2003,0.017895839538251395,Bestseller
Gulliver's Travels,Jonathan Swift/Claude Julien Rawson/Ian Higgins,3.57,258,Unknown,False,Standalone,,eng,3/10/2005,0.08139534883720931,Niche
Gulliver's Travels,Jonathan Swift/David Case,3.57,4,Unknown,False,Standalone,,eng,10/1/2006,0.25,Unknown
Gulliver's Travels,Gill Harvey/Jonathan Swift,3.35,13,Unknown,False,Standalone,,eng,1/29/2008,0.23076923076923078,Unknown
Gulliver's Travels,Martin Woodside/Jamel Akib/Arthur Pober/Jonathan Swift,3.97,933,Unknown,False,Standalone,,eng,3/28/2006,0.027867095391211148,Niche
Gulliver's Travels,Jonathan Swift/Robert Hardy,3.57,8,Unknown,False,Standalone,,eng,1/1/2001,0.0,Unknown
Ahab's Wife  or The Star-Gazer,Sena Jeter Naslund,4.03,40049,Unknown,False,Standalone,,eng,8/2/2005,0.05970186521511149,Popular
Fear and Loathing in Las Vegas,Hunter S. Thompson/Ralph Steadman,4.08,3472,Unknown,False,Standalone,,eng,4/4/2005,0.0722926267281106,Modest
Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,4.12,17227,Unknown,False,Standalone,,eng,10/1/2006,0.038428048992860044,Popular
Fear and Loathing in Las Vegas,Hunter S. Thompson/Ralph Steadman,4.08,274,Unknown,False,Standalone,,eng,12/1/1982,0.10218978102189781,Niche
Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist  1968-1976,Hunter S. Thompson,4.08,3787,Unknown,False,Standalone,,eng,12/4/2001,0.022181146025878003,Modest
Cliffsnotes on Beckett's Waiting for Godot and Other Plays,James Lamar Roberts/Jeffrey Fisher,3.67,3,Unknown,False,Standalone,,eng,7/28/1980,0.0,Unknown
The Joy Luck Club,Amy Tan,3.92,565524,Unknown,False,Standalone,,eng,9/21/2006,0.012828810094708624,Bestseller
Dr. Seuss's ABC,Dr. Seuss,4.08,27139,Unknown,False,Standalone,,eng,11/26/1996,0.02693540661041306,Popular
Dr. Seuss's Sleep Book,Dr. Seuss,4.17,8967,Unknown,False,Standalone,,eng,7/24/2012,0.039143526262964204,Modest
Happy Birthday to You!,Dr. Seuss,4.13,4344,Unknown,False,Standalone,,eng,8/12/1959,0.06031307550644567,Modest
McElligot's Pool,Dr. Seuss,4.06,4560,Unknown,False,Standalone,,eng,9/12/1947,0.055482456140350876,Modest
The Cat in the Hat,Dr. Seuss,4.17,289,Unknown,False,Standalone,,eng,11/11/1997,0.01384083044982699,Niche
Horton Hears a Who!,Dr. Seuss,4.18,89920,Unknown,False,Standalone,,eng,10/10/1990,0.013423042704626334,Popular
The 500 Hats of Bartholomew Cubbins,Dr. Seuss,4.04,13097,Unknown,False,Standalone,,eng,12/9/1989,0.024738489730472626,Popular
Oh Say Can You Say?,Dr. Seuss,4.01,5868,Unknown,False,Standalone,,eng,11/1/2005,0.027607361963190184,Modest
The Lorax,Dr. Seuss,4.35,260054,Unknown,False,Standalone,,eng,2/24/1998,0.013581794550362618,Bestseller
I Can Read With My Eyes Shut!,Dr. Seuss,4.2,16917,Unknown,False,Standalone,,eng,5/6/2003,0.026245788260329847,Popular
¡Horton escucha a quién!,Dr. Seuss/Yanitzia Canetti,4.18,29,Unknown,False,Standalone,,spa,3/1/2003,0.13793103448275862,Unknown
The Cat in the Hat and Other Dr. Seuss Favorites,Dr. Seuss/Various,4.42,50844,Unknown,False,Standalone,,eng,10/14/2003,0.003146880654551176,Popular
Daisy-Head Mayzie,Dr. Seuss,3.87,3196,Unknown,False,Standalone,,eng,1/11/1995,0.042866082603254065,Modest
Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel,Richard H. Minear/Art Spiegelman/Dr. Seuss,4.16,1282,Unknown,False,Standalone,,eng,9/1/2001,0.07956318252730109,Modest
Dr. Seuss's ABC (Book & CD),Dr. Seuss,4.08,8,Unknown,False,Standalone,,eng,1/5/2005,0.0,Unknown
Cattus Petasatus: The Cat in the Hat in Latin,Dr. Seuss/Jennifer Morrish Tunberg/Terence Tunberg/Terence O. Tunberg/Guenevera Tunberg/Terentio Tunberg,4.17,63,Unknown,False,Standalone,,lat,5/6/2005,0.14285714285714285,Unknown
Ten Apples Up On Top!,Theo LeSieg/Dr. Seuss/Roy McKie,4.12,31251,Unknown,False,Standalone,,eng,8/4/2003,0.015807494160186873,Popular
The Legacy of Luna: The Story of a Tree  a Woman  and the Struggle to Save the Redwoods,Julia Butterfly Hill,3.95,1844,Unknown,False,Standalone,,eng,4/3/2001,0.1193058568329718,Modest
Pale Fire,Vladimir Nabokov,4.15,32544,Unknown,False,Standalone,,eng,8/31/2000,0.04947148475909538,Popular
Nabokov's Pale Fire: The Magic of Artistic Discovery,Brian Boyd,4.22,172,Unknown,False,Standalone,,eng,11/4/2001,0.12790697674418605,Niche
Novels 1955–1962: Lolita / Pnin / Pale Fire / Lolita: A Screenplay,Vladimir Nabokov/Brian Boyd,4.41,547,Unknown,False,Standalone,,eng,10/1/1996,0.0712979890310786,Niche
A Friend of the Earth,T. Coraghessan Boyle,3.67,30,Unknown,False,Standalone,,eng,10/8/2001,0.1,Unknown
The Year of Magical Thinking,Joan Didion,3.89,120758,Unknown,False,Standalone,,eng,2/13/2007,0.07213600755229467,Bestseller
Seduction and Betrayal: Women and Literature,Elizabeth Hardwick/Joan Didion,4.01,269,Unknown,False,Standalone,,eng,8/31/2001,0.09665427509293681,Niche
After Henry,Joan Didion,3.83,1205,Unknown,False,Standalone,,eng,4/27/1993,0.08298755186721991,Modest
O Ano do Pensamento Mágico,Joan Didion,3.89,82,Unknown,False,Standalone,,por,5/24/2006,0.10975609756097561,Unknown
Another Day in Paradise: The Fourth Sherman's Lagoon Collection,Jim Toomey,4.35,68,Unknown,False,Standalone,,eng,9/6/2001,0.014705882352941176,Unknown
Another Day in Cubicle Paradise,Scott Adams,4.01,416,Unknown,False,Standalone,,eng,3/1/2002,0.026442307692307692,Niche
Moby Dick,Herman Melville,3.5,701,Unknown,False,Standalone,,eng,1/1/1994,0.11126961483594865,Niche
Moby-Dick,Herman Melville/Nathaniel Philbrick,3.5,1022,Unknown,False,Standalone,,en-US,9/1/2001,0.16144814090019569,Modest
Moby-Dick; or  The Whale,Herman Melville/Rockwell Kent/Elizabeth Hardwick,3.5,557,Unknown,False,Standalone,,eng,10/10/2000,0.1561938958707361,Niche
Moby Dick  or The Whale,Herman Melville/Harrison Hayford/Hershel Parker,3.5,106,Unknown,False,Standalone,,en-US,9/19/2001,0.1792452830188679,Niche
The Girl in the Flammable Skirt,Aimee Bender,3.88,6591,Unknown,False,Standalone,,eng,8/17/1999,0.10028827188590503,Modest
Planet of Slums,Mike  Davis,3.92,1727,Unknown,False,Standalone,,eng,3/1/2006,0.10017371163867979,Modest
Late Victorian Holocausts: El Niño Famines and the Making of the Third World,Mike  Davis,4.11,1021,Unknown,False,Standalone,,eng,6/17/2002,0.098922624877571,Modest
No One Is Illegal: Fighting Racism and State Violence on the U.S.-Mexico Border,Justin Akers Chacón/Mike  Davis,4.08,237,Unknown,False,Standalone,,eng,4/1/2006,0.09282700421940929,Niche
Days Between Stations,Steve Erickson,4.0,709,Unknown,False,Standalone,,eng,2/9/2005,0.0691114245416079,Niche
The Bourne Identity (Jason Bourne  #1),Robert Ludlum,4.02,368195,Unknown,True,Jason Bourne,1.0,eng,3/24/2005,0.009657925827346921,Bestseller
Little Plum,Rumer Godden/Jean Primrose,4.22,11,Unknown,False,Standalone,,eng,8/1/1987,0.09090909090909091,Unknown
Betsy's Wedding (Betsy-Tacy  #10),Maud Hart Lovelace/Vera Neville,4.31,4169,Unknown,True,Betsy-Tacy,10.0,en-US,3/31/1996,0.03717917965939074,Modest
Betsy and the Great World (Betsy-Tacy  #9),Maud Hart Lovelace/Vera Neville,4.14,4747,Unknown,True,Betsy-Tacy,9.0,eng,3/31/1996,0.031177585843690753,Modest
Betsy and Tacy Go Over the Big Hill (Betsy-Tacy  #3),Maud Hart Lovelace/Lois Lenski,4.18,7809,Unknown,True,Betsy-Tacy,3.0,en-US,4/5/2000,0.023818670764502496,Modest
Maud Hart Lovelace's Deep Valley: A Guidebook of Mankato Places in the Betsy-Tacy Series,Julie A. Schrader,4.29,58,Unknown,True,Series,,eng,12/31/2002,0.13793103448275862,Unknown
Early Candlelight,Maud Hart Lovelace/Rhoda R. Gilman,3.69,184,Unknown,False,Standalone,,eng,8/15/1992,0.16304347826086957,Niche
Betsy and Joe (Betsy-Tacy  #8),Maud Hart Lovelace/Vera Neville,4.31,4586,Unknown,True,Betsy-Tacy,8.0,eng,3/31/1995,0.025948539031836023,Modest
Betsy Was a Junior (Betsy-Tacy  #7),Maud Hart Lovelace/Vera Neville,4.17,4839,Unknown,True,Betsy-Tacy,7.0,en-US,3/31/1995,0.026038437693738377,Modest
Betsy and Tacy Go Downtown (Betsy-Tacy  #4),Maud Hart Lovelace/Lois Lenski,4.21,70,Unknown,True,Betsy-Tacy,4.0,eng,1/1/1943,0.1,Unknown
Emily of Deep Valley (Deep Valley  #2),Maud Hart Lovelace/Vera Neville,4.23,2722,Unknown,True,Deep Valley,2.0,eng,12/31/2000,0.05547391623806025,Modest
Betsy-Tacy (Betsy-Tacy  #1),Maud Hart Lovelace/Lois Lenski,4.07,20976,Unknown,True,Betsy-Tacy,1.0,en-US,8/14/2007,0.044574752097635395,Popular
Five Little Peppers and How They Grew (Five Little Peppers  #1),Margaret Sidney,4.03,22023,Unknown,True,Five Little Peppers,1.0,eng,6/1/2006,0.017935794396767017,Popular
Five Little Peppers at School,Margaret Sidney/Barbara Cooney,3.92,243,Unknown,False,Standalone,,eng,1/1/1988,0.02880658436213992,Niche
All-of-a-Kind Family Uptown (All-of-a-Kind-Family  #4),Sydney Taylor,4.28,5702,Unknown,True,All-of-a-Kind-Family,4.0,eng,4/1/2001,0.011399508944230094,Modest
All-of-a-Kind Family (All-of-a-Kind-Family  #1),Sydney Taylor,4.22,21620,Unknown,True,All-of-a-Kind-Family,1.0,eng,8/23/2005,0.03866790009250694,Popular
Winter Cottage,Carol Ryrie Brink,4.15,182,Unknown,False,Standalone,,eng,6/1/1974,0.2032967032967033,Niche
Eddie's Valuable Property,Carolyn Haywood,4.09,43,Unknown,False,Standalone,,eng,3/1/1975,0.06976744186046512,Unknown
Empire (Empire  #1),Orson Scott Card,3.43,8577,Unknown,True,Empire,1.0,en-US,11/28/2006,0.08814270724029381,Modest
Treason,Orson Scott Card,3.9,6234,Unknown,False,Standalone,,eng,1/24/2006,0.05405838947706128,Modest
First Meetings in Ender's Universe (Ender's Saga  #0.5),Orson Scott Card,3.84,10475,Unknown,True,Ender's Saga,0.5,eng,9/1/2004,0.0473508353221957,Popular
Sarah (Women of Genesis  #1),Orson Scott Card,3.88,9828,Unknown,True,Women of Genesis,1.0,eng,9/17/2001,0.10215710215710215,Modest
Rachel & Leah (Women of Genesis  #3),Orson Scott Card,3.85,5618,Unknown,True,Women of Genesis,3.0,en-GB,11/29/2005,0.09149163403346387,Modest
How to Write Science Fiction and Fantasy,Orson Scott Card,3.9,475,Unknown,False,Standalone,,eng,7/15/1990,0.13894736842105262,Niche
Saints,Orson Scott Card,3.54,2436,Unknown,False,Standalone,,eng,3/14/2001,0.11001642036124795,Modest
Homebody,Orson Scott Card,3.39,2707,Unknown,False,Standalone,,eng,1/25/1999,0.061691909863317324,Modest
Rebekah (Women of Genesis  #2),Orson Scott Card,3.84,7487,Unknown,True,Women of Genesis,2.0,eng,3/27/2012,0.08240950981701615,Modest
Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,4.07,190379,Unknown,True,Ender's Saga,2.0,eng,8/15/1994,0.03486203835507067,Bestseller
Red Prophet (Tales of Alvin Maker  #2),Orson Scott Card,3.79,18228,Unknown,True,Tales of Alvin Maker,2.0,en-US,7/15/1992,0.023425499231950846,Popular
The Call of Earth (Homecoming  #2),Orson Scott Card,3.58,10268,Unknown,True,Homecoming,2.0,eng,1/15/1994,0.01597195169458512,Popular
Shadow of the Hegemon (Shadow  #2),Orson Scott Card/David Birney/Scott Brick/Gabrielle de Cuir/Scott Sowers,3.95,109,Unknown,True,Shadow,2.0,eng,9/5/2006,0.1743119266055046,Niche
Enchantment,Orson Scott Card,3.9,23534,Unknown,False,Standalone,,eng,5/31/2005,0.09343927934052859,Popular
Voyage of Slaves (Flying Dutchman  #3),Brian Jacques/David Elliot,4.13,2288,Unknown,True,Flying Dutchman,3.0,en-US,9/14/2006,0.030157342657342656,Modest
High Rhulain (Redwall  #18),Brian Jacques/David Elliot,4.12,134,Unknown,True,Redwall,18.0,eng,9/22/2005,0.08208955223880597,Niche
Salamandastron (Redwall  #5),Brian Jacques/Gary Chalk,4.07,26237,Unknown,True,Redwall,5.0,en-US,9/15/2003,0.009147387277508861,Popular
The Legend of Luke (Redwall  #12),Brian Jacques,4.0,14205,Unknown,True,Redwall,12.0,eng,6/2/2005,0.01013727560718057,Popular
Redwall (Redwall  #1),Brian Jacques,4.12,88167,Unknown,True,Redwall,1.0,eng,9/4/2006,0.029534859981625777,Popular
Castaways of the Flying Dutchman (Flying Dutchman  #1),Brian Jacques/Ian Schoenherr,3.98,8025,Unknown,True,Flying Dutchman,1.0,eng,3/31/2003,0.03252336448598131,Modest
Outcast of Redwall (Redwall  #8),Brian Jacques,3.92,17597,Unknown,True,Redwall,8.0,en-US,5/24/2004,0.010683639256691482,Popular
Triss (Redwall  #15),Brian Jacques/Allan Curless,3.99,10830,Unknown,True,Redwall,15.0,eng,9/9/2004,0.010987996306555864,Popular
A Redwall Winter's Tale,Brian Jacques/Christopher Denise,4.13,2353,Unknown,False,Standalone,,en-US,10/21/2004,0.01827454313642159,Modest
Mr. Impossible,Roger Hargreaves,3.95,614,Unknown,False,Standalone,,eng,8/24/1998,0.04723127035830619,Niche
Mr. Christmas,Roger Hargreaves/Adam Hargreaves,3.65,202,Unknown,False,Standalone,,eng,9/14/2006,0.08415841584158416,Niche
Mr. Bump,Roger Hargreaves,4.03,1701,Unknown,False,Standalone,,eng,3/23/1998,0.04350382128159906,Modest
Little Miss Birthday,Roger Hargreaves/Adam Hargreaves,4.02,207,Unknown,False,Standalone,,eng,1/11/2007,0.05314009661835749,Niche
Little Miss Lucky,Roger Hargreaves,3.82,291,Unknown,False,Standalone,,eng,11/22/1999,0.07216494845360824,Niche
Mr. Happy,Roger Hargreaves,3.98,1,Unknown,False,Standalone,,eng,4/30/2004,0.0,Unknown
Mr. Jelly and the Pirates,Roger Hargreaves/Adam Hargreaves,3.82,87,Unknown,False,Standalone,,eng,5/10/2007,0.13793103448275862,Unknown
Grandma Baa (Easy Peasy People),Roger Hargreaves/Gray Jolliffe,4.12,6,Unknown,False,Standalone,,eng,10/14/1989,0.0,Unknown
Bill Buzz,Roger Hargreaves/Gray Jolliffe,4.67,2,Unknown,False,Standalone,,eng,10/14/1989,0.0,Unknown
Gary Grizzle,Roger Hargreaves/Gray Jolliffe,4.33,3,Unknown,False,Standalone,,eng,10/14/1989,0.0,Unknown
Charlie Oink,Roger Hargreaves/Gray Jolliffe,4.33,3,Unknown,False,Standalone,,eng,10/14/1989,0.0,Unknown
Madame Je-Sais-Tout,Roger Hargreaves,3.77,1,Unknown,False,Standalone,,fre,5/31/1997,0.0,Unknown
The Poppy Seed Cakes,Margery Clark/Maud Petersham/Miska Petersham,4.37,57,Unknown,False,Standalone,,eng,10/1/1964,0.15789473684210525,Unknown
Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs  #1),Judi Barrett/Ron Barrett,4.16,124141,Unknown,True,Cloudy with a Chance of Meatballs,1.0,eng,4/1/1982,0.016416816362039937,Bestseller
The Wind Thief,Judi Barrett/Diane Dawson Hearn,3.8,4,Unknown,False,Standalone,,eng,1/1/1977,0.25,Unknown
Animales No Se Visten  Los (Animals Should Definitely Not Wear Clothing) with CD,Judi Barrett/Ron Barrett,4.11,0,Unknown,False,Standalone,,eng,10/30/1991,0.0,
Beauty,Robin McKinley,4.05,3258,Unknown,False,Standalone,,eng,7/26/2005,0.14671577655003068,Modest
A Robin McKinley Collection: Spindle's End  The Hero and the Crown and The Blue Sword (Folktales #1-3),Robin McKinley,4.39,527,Unknown,False,Standalone,,eng,9/16/2002,0.022770398481973434,Niche
Deerskin,Robin McKinley,3.89,17485,Unknown,False,Standalone,,en-US,5/1/2005,0.0583929082070346,Popular
Sunshine,Robin McKinley,3.85,31047,Unknown,False,Standalone,,eng,11/30/2004,0.11334428447192965,Popular
Rose Daughter,Robin McKinley,3.77,17168,Unknown,False,Standalone,,eng,12/1/1998,0.05807315936626282,Popular
The Door in the Hedge,Robin McKinley,3.68,7941,Unknown,False,Standalone,,eng,10/13/2003,0.05276413549930739,Modest
The Stone Fey,Robin McKinley/John Clapp,3.36,1036,Unknown,False,Standalone,,eng,9/1/1998,0.07528957528957529,Modest
Anne of Green Gables (Anne of Green Gables  #1),L.M. Montgomery,4.25,625759,Unknown,True,Anne of Green Gables,1.0,eng,5/6/2003,0.022185857494658488,Bestseller
Anne of Green Gables,L.M. Montgomery/Barbara Caruso,4.25,69,Unknown,False,Standalone,,en-US,1/1/2005,0.2463768115942029,Unknown
The Road to Yesterday (Anne of Green Gables  #9),L.M. Montgomery,3.84,3106,Unknown,True,Anne of Green Gables,9.0,eng,2/1/1993,0.037025112685125566,Modest
Anne of Avonlea,L.M. Montgomery/Clare Sieffert,4.23,85,Unknown,False,Standalone,,eng,11/1/1990,0.1411764705882353,Unknown
The Stories of Vladimir Nabokov,Vladimir Nabokov,4.3,5889,Unknown,False,Standalone,,eng,12/9/1996,0.03107488537952114,Modest
The Gift,Vladimir Nabokov/Michael Scammell/Dmitri Nabokov,4.0,2334,Unknown,False,Standalone,,eng,4/5/2001,0.04670094258783205,Modest
Lectures on Literature,Vladimir Nabokov/Fredson Bowers/John Updike,4.34,1606,Unknown,False,Standalone,,eng,12/16/2002,0.051681195516811954,Modest
Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak  Memory,Vladimir Nabokov/Brian Boyd,4.36,119,Unknown,False,Standalone,,eng,10/1/1996,0.08403361344537816,Niche
The American Years,Brian Boyd,4.33,256,Unknown,False,Standalone,,eng,1/31/1993,0.0859375,Niche
Laughter in the Dark,Vladimir Nabokov,3.97,8717,Unknown,False,Standalone,,eng,9/17/2006,0.054720660777790524,Modest
The Luzhin Defense,Vladimir Nabokov/Michael Scammell,3.95,7305,Unknown,False,Standalone,,eng,8/11/1990,0.037919233401779606,Modest
A Woman of Substance (Emma Harte Saga #1),Barbara Taylor Bradford,4.18,34366,Unknown,True,Emma Harte Saga,1.0,eng,12/1/2005,0.016673456323110052,Popular
The Ravenscar Dynasty (Ravenscar  #1),Barbara Taylor Bradford,3.63,1287,Unknown,True,Ravenscar,1.0,en-US,12/26/2006,0.08080808080808081,Modest
Dark Birthright,Jeanne Treat/Jane Starr Weils,3.63,132,Unknown,False,Standalone,,eng,10/1/2006,0.20454545454545456,Niche
Birthright (Diablo: The Sin War  #1),Richard A. Knaak,3.74,1246,Unknown,True,Diablo: The Sin War,1.0,eng,10/1/2006,0.05537720706260032,Modest
Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilder,William   Anderson/Laura Ingalls Wilder,4.3,746,Unknown,False,Standalone,,eng,10/13/1998,0.064343163538874,Niche
Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1),Laura Ingalls Wilder/Stephen W. Hines,3.99,108,Unknown,True,Writings to Young Women on Laura Ingalls Wilder,1.0,eng,5/10/2006,0.10185185185185185,Niche
Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2),Laura Ingalls Wilder/Stephen W. Hines,3.92,94,Unknown,True,Writings to Young Women from Laura Ingalls Wilder,2.0,eng,5/10/2006,0.10638297872340426,Unknown
A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across America,Laura Ingalls Wilder,4.13,686,Unknown,False,Standalone,,eng,2/7/2006,0.07580174927113703,Niche
Laura Ingalls Wilder: A Biography,William   Anderson,4.2,4144,Unknown,False,Standalone,,eng,1/2/2007,0.02364864864864865,Modest
West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  (Little House #11),Laura Ingalls Wilder/Roger Lea MacBride/Margot Patterson Doss,3.84,3926,Unknown,True,Little House,11.0,eng,10/20/1976,0.03031074885379521,Modest
The Laura Ingalls Wilder Country Cookbook,Laura Ingalls Wilder/William   Anderson,4.09,234,Unknown,False,Standalone,,eng,10/1/1997,0.07692307692307693,Niche
Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3),Laura Ingalls Wilder/Stephen W. Hines,3.98,41,Unknown,True,Writings to Young Women on Laura Ingalls Wilder,3.0,eng,5/8/2006,0.04878048780487805,Unknown
The Laughing Jesus: Religious Lies and Gnostic Wisdom,Tim Freke/Peter Gandy,3.96,346,Unknown,False,Standalone,,en-US,6/27/2006,0.08959537572254335,Niche
The Erotic Phenomenon,Jean-Luc Marion/Stephen E. Lewis,4.03,75,Unknown,False,Standalone,,eng,11/15/2006,0.16,Unknown
The Phenomenon of Life: Toward a Philosophical Biology,Hans Jonas/Lawrence Vogel/Eleonore Jonas,4.24,92,Unknown,False,Standalone,,eng,2/28/2001,0.09782608695652174,Unknown
Down to the Bonny Glen (Little House: The Martha Years  #3),Melissa Wiley/Renée Graef,4.15,1480,Unknown,True,Little House: The Martha Years,3.0,eng,5/8/2001,0.026351351351351353,Modest
Laura: The Life of Laura Ingalls Wilder,Donald Zochert,4.12,5628,Unknown,False,Standalone,,en-GB,5/1/1977,0.02221037668798863,Modest
Winter Days in the Big Woods,Laura Ingalls Wilder/Renée Graef,4.28,1538,Unknown,False,Standalone,,eng,9/15/1995,0.03836150845253576,Modest
The First Four Years (Little House  #9),Laura Ingalls Wilder/Cherry Jones,3.89,91,Unknown,True,Little House,9.0,eng,6/13/2006,0.14285714285714285,Unknown
Winter on the Farm,Laura Ingalls Wilder/Renée Graef/Jody Wheeler,4.15,424,Unknown,False,Standalone,,eng,9/6/1997,0.0589622641509434,Niche
Summertime in the Big Woods,Laura Ingalls Wilder/Renée Graef,4.18,867,Unknown,False,Standalone,,eng,2/2/2000,0.03575547866205306,Niche
Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Years,Cynthia Rylant/Jim LaMarche,4.05,4799,Unknown,False,Standalone,,eng,6/1/2004,0.01833715357366118,Modest
Laura Ingalls Wilder's Fairy Poems,Laura Ingalls Wilder/Richard  Hull,3.99,143,Unknown,False,Standalone,,eng,10/13/1998,0.1258741258741259,Niche
Constructing the Little House: Gender  Culture  and Laura Ingalls Wilder,Ann Romines,3.7,35,Unknown,False,Standalone,,eng,11/21/1997,0.14285714285714285,Unknown
These Happy Golden Years (Little House  #8),Laura Ingalls Wilder/Cherry Jones/Paul Woodiel,4.19,105,Unknown,True,Little House,8.0,eng,3/28/2006,0.11428571428571428,Niche
Farmer Boy (Little House  #2),Laura Ingalls Wilder/Garth Williams,4.07,45778,Unknown,True,Little House,2.0,eng,1/1/2007,0.02809209664030757,Popular
Little Town on the Prairie  (Little House  #7),Laura Ingalls Wilder/Garth Williams,4.19,71853,Unknown,True,Little House,7.0,eng,1/1/2007,0.008990577985609509,Popular
Christmas Stories (Little House Chapter Books: Laura  #10),Laura Ingalls Wilder/Renée Graef/Heather Henson,4.21,66,Unknown,True,Little House Chapter Books: Laura,10.0,eng,10/6/1999,0.10606060606060606,Unknown
My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's,Carolyn Strom Collins/Christina Wyss Eriksson/Mary Collier,4.03,59,Unknown,False,Standalone,,eng,3/21/1998,0.1016949152542373,Unknown
Christmas in the Big Woods,Laura Ingalls Wilder/Renée Graef,4.2,2142,Unknown,False,Standalone,,eng,9/20/1997,0.03361344537815126,Modest
The Long Winter (Little House  #6),Laura Ingalls Wilder/Garth Williams,4.14,67427,Unknown,True,Little House,6.0,eng,1/1/2007,0.015542735106114761,Popular
A Little House Birthday,Laura Ingalls Wilder/Doris Ettlinger,4.14,453,Unknown,False,Standalone,,eng,9/5/1998,0.037527593818984545,Niche
The Deer in the Wood,Laura Ingalls Wilder/Renée Graef,4.17,324,Unknown,False,Standalone,,eng,1/16/1999,0.07098765432098765,Niche
The First Four Years  (Little House  #9),Laura Ingalls Wilder/Garth Williams,3.89,28259,Unknown,True,Little House,9.0,eng,1/2/2007,0.01886124774408153,Popular
The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories,Barbara M. Walker/Garth Williams,4.15,3375,Unknown,False,Standalone,,eng,9/7/1989,0.026962962962962963,Modest
Little House on the Prairie (Little House  #3),Laura Ingalls Wilder/Garth Williams,4.19,635,Unknown,True,Little House,3.0,eng,1/1/2007,0.047244094488188976,Niche
